0.0559893,0.0627242,0.0636719,0.071621,0.0793336,0.090093,0.0885151,0.0812543,0.0786808,0.0698274,0.0700209,0.0902041,0.0979922,0.0810559,0.0854261,0.0901979,0.0882545,0.104413,0.124751,0.154133,0.186292,0.362092,1.82142,10.1288,
0.0617455,0.0690734,0.0700313,0.0793643,0.0909579,0.108517,0.107541,0.0956903,0.0906486,0.0796435,0.0806574,0.108444,0.118076,0.0953422,0.0961868,0.0996128,0.0981348,0.118509,0.144401,0.173811,0.202808,0.393298,1.97174,10.9556,
0.0984315,0.110534,0.112378,0.126693,0.140199,0.158756,0.156412,0.142668,0.130877,0.116058,0.117622,0.147642,0.163795,0.137477,0.140911,0.150345,0.149401,0.177761,0.219273,0.271989,0.326184,0.66327,3.45073,19.282,
0.08929,0.100042,0.101746,0.115053,0.130734,0.153757,0.152018,0.135776,0.127425,0.111685,0.112073,0.145309,0.160242,0.133619,0.13715,0.143582,0.140581,0.165919,0.200842,0.247757,0.295184,0.572906,2.89806,16.1438,
0.12122,0.136259,0.138482,0.15683,0.177097,0.206228,0.204526,0.185433,0.171703,0.150726,0.145609,0.176342,0.19893,0.174394,0.181371,0.18804,0.180027,0.211325,0.26166,0.331,0.403703,0.8202,4.27461,23.9065,
0.132295,0.148527,0.150885,0.170826,0.192561,0.224324,0.223921,0.205636,0.193263,0.169254,0.164618,0.206803,0.233473,0.200918,0.202991,0.209314,0.203426,0.241319,0.298668,0.369462,0.439445,0.880326,4.55153,25.4245,
0.14668,0.164566,0.16733,0.189769,0.216583,0.256536,0.255895,0.230004,0.212026,0.184964,0.183381,0.235041,0.26424,0.223882,0.224516,0.236086,0.232828,0.26918,0.320682,0.394798,0.476866,0.961805,4.97988,27.8196,
0.153415,0.171921,0.175211,0.199207,0.23194,0.281853,0.281944,0.249442,0.23264,0.199871,0.19584,0.253789,0.287667,0.246878,0.245352,0.250136,0.241158,0.279952,0.339275,0.418658,0.4958,0.957176,4.81844,26.8457,
0.194949,0.219212,0.223639,0.255711,0.301763,0.3727,0.375937,0.33447,0.311413,0.267148,0.255992,0.32831,0.375908,0.324829,0.318294,0.324717,0.312896,0.358695,0.431917,0.533327,0.637857,1.27299,6.54132,36.5287,
0.227561,0.255834,0.260778,0.301895,0.373498,0.4886,0.495489,0.424835,0.385484,0.329176,0.313927,0.414038,0.470318,0.399595,0.390852,0.395283,0.377776,0.428938,0.505266,0.619797,0.748342,1.51208,7.87853,44.0421,
0.278373,0.314654,0.326845,0.422422,0.738413,1.272,1.27867,0.833089,0.575089,0.453909,0.486826,0.771955,0.82826,0.589179,0.509697,0.501001,0.477347,0.537332,0.62579,0.758092,0.910327,1.85779,9.75901,54.6186,
0.369545,0.439484,0.545827,1.36902,5.32163,12.1021,12.005,5.65992,1.89698,0.981918,2.00328,4.85208,4.63079,1.96647,0.862895,0.669889,0.620271,0.676825,0.764211,0.896379,1.05181,2.11673,11.0397,61.736,
0.566513,0.697978,0.959553,2.97884,12.8833,29.9902,30.1932,14.6022,4.79632,2.15355,4.61284,11.8525,12.3044,6.3663,2.52641,1.21495,0.918664,0.938397,1.03345,1.19382,1.38626,2.77505,14.4526,80.8189,
0.760122,0.898586,1.06524,2.31719,8.17982,19.1014,22.9877,17.6806,10.8553,5.80235,4.76917,10.4339,19.3722,21.2776,11.3999,4.29182,2.12782,1.67232,1.65976,1.81779,2.03151,3.95392,20.3182,113.443,
1.36367,1.53921,1.60006,1.94694,2.77929,5.20472,11.0477,22.5694,35.162,28.7486,12.477,9.89577,19.856,29.006,27.1692,19.629,12.0132,7.01139,4.71629,4.09319,4.05283,7.42523,37.3552,207.947,
6.13092,6.85734,6.97348,7.78636,8.13565,8.71954,11.0328,23.2261,44.499,41.9468,31.6187,46.6309,45.4406,31.2323,39.9432,58.046,63.1796,51.4885,38.4533,29.3168,23.9162,38.1329,184.927,1026.92,
80.2137,89.5686,90.5719,100.228,102.565,102.923,97.2765,92.6068,89.9231,85.8255,113.268,181.59,182.548,119.729,119.066,140.763,158.952,201.347,237.48,260.953,274.957,503.383,2513.65,13986.8,
420.67,468.291,472.705,521.892,532.121,532.422,498.902,458.484,422.696,379.345,380.422,396.371,433.958,395.31,439.483,464.817,447.543,553.766,700.24,922.944,1175.88,2430.55,12552.9,70055,
327.217,363.224,366.09,403.394,409.955,409.607,382.762,348.952,323.013,287.318,278.46,270.321,298.665,281.26,311.05,331.21,318.034,381.217,464.531,625.239,831.544,1773.21,9236.84,51583.8,
41.5109,46.0044,46.3244,50.9916,51.7176,51.6328,48.1905,43.7595,40.6081,36.0341,34.785,33.5632,37.0244,34.8514,38.3119,40.8529,39.3044,46.7312,56.0747,75.5524,101.423,217.799,1136.29,6345.85,
2.32528,2.57794,2.5973,2.85959,2.90171,2.89696,2.70329,2.45502,2.27965,2.02262,1.95408,1.88648,2.08161,1.95877,2.15381,2.29722,2.2086,2.62316,3.14751,4.24672,5.70548,12.2413,63.7932,356.225,
0.271457,0.301559,0.304515,0.335865,0.341935,0.341601,0.318189,0.289023,0.268688,0.238405,0.231851,0.225145,0.248991,0.233958,0.258158,0.275517,0.265068,0.316826,0.387119,0.519772,0.687815,1.45751,7.53191,42.0424,
0.0836137,0.0927156,0.0936662,0.102974,0.104597,0.104463,0.0975324,0.0885218,0.0825218,0.0731496,0.0711774,0.0697807,0.0768492,0.072141,0.0798694,0.0847899,0.0814423,0.0984064,0.119942,0.160266,0.210506,0.444112,2.29217,12.7738,
0.0273652,0.0305927,0.0309882,0.0342523,0.0351197,0.0351749,0.0328636,0.0300972,0.0279414,0.0248374,0.0247463,0.0248328,0.0274255,0.0251896,0.0273818,0.0294275,0.0285219,0.0345924,0.0426252,0.0572603,0.0752942,0.158618,0.820566,4.58359,
0.000765295,0.00082932,0.000820927,0.000887933,0.000891524,0.000894799,0.000830636,0.000746988,0.000684863,0.000613315,0.000574029,0.00055174,0.000600243,0.000564452,0.00063121,0.000666473,0.000678681,0.000886012,0.00122242,0.0015658,0.00182182,0.00339838,0.0171112,0.0950504,
0.00311484,0.00350529,0.00356747,0.00395376,0.00409711,0.00412421,0.00388083,0.00363516,0.00331453,0.00298052,0.00292909,0.00283029,0.00316982,0.00294454,0.00323335,0.00350864,0.00336093,0.00397123,0.00486545,0.00695529,0.00972309,0.020749,0.108667,0.608976,
0.00133076,0.00148131,0.0015109,0.00166748,0.00169814,0.00169617,0.00161208,0.00151753,0.00135951,0.00123739,0.00118902,0.00116254,0.00130771,0.00122101,0.001362,0.0014594,0.00143604,0.00177748,0.00221904,0.00298366,0.00398138,0.00870003,0.045487,0.253099,
